interval,sq_error,p0,p1,a0,b0,c0,d0
0,4.952690759227775,47.222,0.0003,-0.0670782443406684,0.032537375205176286,0.006822224534720869,0.015245147381686596
0,5.63355480246879,47.222,0.0003,-0.07375968826431156,-0.0550874698843875,-0.051406942979242684,-0.006925742273463476
0,3.6655614739432534,47.222,0.0003,-0.042351781422013665,-0.0956400960825653,0.02892194248130047,-0.09249015729996095
0,5.410867252926452,47.222,0.0003,-0.06285078187566134,-0.06965902747342936,0.08974519558556947,0.07136927017073608
0,5.96924980129442,47.222,0.0003,0.09053745849023213,0.014338687098936263,-0.08959875297806677,0.01740152996309578
0,3.7735908618791845,47.222,0.0003,0.013598289780879761,0.08280641160183466,0.08092739832378222,-0.04900409411630373
0,3.983150607837803,47.222,0.0003,-0.021355496281868742,0.08099550663982813,-0.03440954785892202,0.03551392352669998
0,3.6223713029563376,47.222,0.0003,-0.003941592202947333,-0.07358548784830844,-0.04338598206835718,-0.0068306590241112766
0,5.644127608456365,47.222,0.0003,0.09404220589291629,-0.014228122913454848,-0.08396577550466329,0.017165645379971575
0,5.790159618386421,47.222,0.0003,0.09044570590584533,0.05169396508611943,0.03644996586536757,-0.042151571043634484
0,6.529609065885852,47.222,0.0003,0.06680813260500339,0.03481178655883545,0.08125978890989417,0.033703380920322795
0,6.506261598374633,47.222,0.0003,0.08697973180515031,0.03183654442804963,-0.07558456726293086,0.0007208242922476446
0,5.1805518785157,47.222,0.0003,-0.015092658662031818,0.09067310466358952,0.07107253575684373,-0.03463700514131298
0,4.411925588879222,47.222,0.0003,0.03204357615348255,-0.06912853146408067,0.03197348498303687,-0.036036952863547786
0,5.289862958455164,47.222,0.0003,-0.06325819045259996,0.0942124415523686,0.058756289851600724,-0.08395676019863334
0,4.706981660477191,47.222,0.0003,0.0163810499129126,-0.032157952997597224,-0.07870665082313583,-0.006394437014948271
0,5.885204439110526,47.222,0.0003,0.04748505911830141,0.08418528764018018,0.09913593096149753,-0.0024762418658959423
